InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,ZipCode,Married,ReturnRate,Age,Income,Work,Edcation
541872,47559B,TEA TIME OVEN GLOVE,6,2021-01-24T09:52,1.25,14796,22101,0,0,59,97,8,2
541876,21621,VINTAGE UNION JACK BUNTING,4,2021-01-24T10:05,8.5,12951,8619,0,1,46,145,4,3
541878,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2021-01-24T10:28,10.79,NA,19020,0,0,49,127,11,3
541879,22381,TOY TIDY PINK POLKADOT,1,2021-01-24T10:31,4.96,NA,22407,0,0,92,129,6,3
541886,22064,PINK DOUGHNUT TRINKET POT ,1,2021-01-24T11:21,1.65,15039,8210,1,0.503768638,74,50,4,3
541916,22713,CARD I LOVE LONDON ,48,2021-01-24T11:34,0.42,17861,22207,1,0.059790809,37,55,10,2
541947,22795,SWEETHEART RECIPE BOOK STAND,2,2021-01-24T11:56,6.75,18161,21014,1,0,59,73,2,3
541963,72741,GRAND CHOCOLATECANDLE,9,2021-01-24T13:06,1.45,17799,21114,1,0,88,95,6,3
541965,22432,WATERING CAN PINK BUNNY,12,2021-01-24T13:27,1.95,12625,8088,0,0.300017819,75,137,3,3
541965,22711,WRAP CIRCUS PARADE,25,2021-01-24T13:27,0.42,12625,22192,0,0,41,74,5,3
541969,22313,OFFICE MUG WARMER PINK,1,2021-01-24T13:46,5.79,NA,21037,0,1,21,37,3,2
541969,20963,APPLE BATH SPONGE,1,2021-01-24T13:46,2.46,NA,20876,0,0,70,95,4,3
541969,22933,BAKING MOULD EASTER EGG MILK CHOC,2,2021-01-24T13:46,5.79,NA,8816,1,0,96,112,4,3
541969,84913B,MINT GREEN ROSE TOWEL,2,2021-01-24T13:46,3.29,NA,8003,1,0,83,107,9,1
541969,22498,WOODEN REGATTA BUNTING,3,2021-01-24T13:46,12.46,NA,22102,0,0.015571724,64,71,1,3
541971,22321,BIRD DECORATION RED RETROSPOT,1,2021-01-24T13:48,1.63,NA,20910,1,0.330464468,37,64,9,2
541971,22714,CARD BIRTHDAY COWBOY,1,2021-01-24T13:48,0.83,NA,20855,1,0,70,67,6,1
541974,22560,TRADITIONAL MODELLING CLAY,1,2021-01-24T14:16,1.25,14541,22308,0,0.563911111,57,65,6,1
541975,22454,MEASURING TAPE BABUSHKA RED,24,2021-01-24T14:24,2.95,NA,22312,1,0,23,115,6,3
541986,22849,BREAD BIN DINER STYLE MINT,1,2021-01-24T15:59,16.95,17001,18901,0,0.178292701,80,52,3,3
541986,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2021-01-24T15:59,1.25,17001,8527,0,0,78,65,7,3
541989,20684,STRAWBERRY DREAM CHILDS UMBRELLA,6,2021-01-25T08:21,3.25,13615,20904,1,0,27,74,6,3
541990,22259,FELT FARM ANIMAL HEN,12,2021-01-25T09:01,1.25,13901,23229,0,0.059840911,67,113,8,2
541993,72349b,SET/6 PURPLE BUTTERFLY T-LIGHTS,1,2021-01-25T09:37,4.13,NA,21784,0,0.23135158,29,152,4,1
541993,22405,MONEY BOX POCKET MONEY DESIGN,1,2021-01-25T09:37,2.46,NA,22030,0,0.120285423,99,38,6,2
541993,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2021-01-25T09:37,10.79,NA,8201,0,0,82,65,10,3
541993,22379,RECYCLING BAG RETROSPOT ,1,2021-01-25T09:37,4.96,NA,18901,1,0,68,43,1,1
541999,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,1,2021-01-25T10:45,0.83,NA,21144,0,0,46,65,2,1
541999,22246,MAGIC GARDEN FELT GARLAND ,1,2021-01-25T10:45,4.13,NA,20158,1,0.16361798,52,71,5,2
541999,21422,PORCELAIN ROSE SMALL,3,2021-01-25T10:45,1.63,NA,8057,0,0.551111111,50,143,11,3
541999,21892,TRADITIONAL WOODEN CATCH CUP GAME ,19,2021-01-25T10:45,2.46,NA,22031,0,0.283739542,90,43,2,1
542001,85184C,S/4 VALENTINE DECOUPAGE HEART BOX,48,2021-01-25T10:56,1.25,14298,19047,0,0,81,75,1,3
542003,21558,SKULL LUNCH BOX WITH CUTLERY ,60,2021-01-25T11:07,2.1,15311,21228,0,1,39,106,9,1
542006,21181,PLEASE ONE PERSON METAL SIGN,12,2021-01-25T11:20,2.1,15218,8016,0,0,28,145,2,3
542058,22435,SET OF 9 HEART SHAPED BALLOONS,36,2021-01-25T11:59,1.25,15601,19002,0,0,27,125,4,3
542065,22837,HOT WATER BOTTLE BABUSHKA ,1,2021-01-25T12:03,4.65,14527,22401,0,0.247619048,44,75,5,2
542085,22035,VINTAGE CARAVAN GREETING CARD ,12,2021-01-25T12:33,0.42,14534,21042,0,0,27,78,9,3
542093,22961,JAM MAKING SET PRINTED,12,2021-01-25T12:46,1.45,17677,21044,1,0.063217564,21,123,1,2
542102,21755,LOVE BUILDING BLOCK WORD,18,2021-01-25T13:26,5.45,12744,8081,0,0,69,59,9,1
542105,22956,36 FOIL HEART CAKE CASES,6,2021-01-25T13:35,2.1,12854,20854,1,0.37523876,26,163,1,3
542105,22961,JAM MAKING SET PRINTED,6,2021-01-25T13:35,1.45,12854,20170,0,0.019581664,94,95,2,1
542105,21385,IVORY HANGING DECORATION  HEART,10,2021-01-25T13:35,0.85,12854,22003,0,0,24,118,6,1
542107,22721,SET OF 3 CAKE TINS SKETCHBOOK,1,2021-01-25T13:38,4.95,16222,20187,1,0.114722753,35,135,1,1
542109,21427,SKULLS STORAGE BOX SMALL,2,2021-01-25T13:44,4.96,NA,21122,1,0.76056338,77,35,5,2
542109,20717,STRAWBERRY SHOPPER BAG,3,2021-01-25T13:44,2.46,NA,21136,0,0,24,48,2,2
542109,21669,BLUE STRIPE CERAMIC DRAWER KNOB,8,2021-01-25T13:44,2.46,NA,21784,1,0.031149085,57,80,5,3
542111,85099F,JUMBO BAG STRAWBERRY,10,2021-01-25T13:55,1.95,14341,20876,1,0.083176986,53,126,6,3
542112,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,2021-01-25T13:55,1.45,13168,20906,0,0,59,41,10,2
542115,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2021-01-25T14:01,4.13,NA,8057,1,0,43,116,9,3
542115,22386,JUMBO BAG PINK POLKADOT,4,2021-01-25T14:01,4.13,NA,22602,0,0.306663115,86,69,10,2
542121,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,2021-01-25T14:33,6.45,17515,20147,0,0,50,44,6,3
542121,85066,CREAM SWEETHEART MINI CHEST,2,2021-01-25T14:33,12.75,17515,20783,1,0,92,46,6,3
542121,22682,FRENCH BLUE METAL DOOR SIGN 7,6,2021-01-25T14:33,1.25,17515,19111,1,0,95,162,5,3
542122,22692,DOORMAT WELCOME TO OUR HOME,2,2021-01-25T14:36,7.95,17082,20782,0,0,85,91,6,3
542122,84991,60 TEATIME FAIRY CAKE CASES,24,2021-01-25T14:36,0.55,17082,8205,0,0,87,136,11,2
542124,22622,BOX OF VINTAGE ALPHABET BLOCKS,24,2021-01-25T14:45,8.5,14248,19047,1,0.553648069,65,152,5,1
542128,21788,KIDS RAIN MAC BLUE,24,2021-01-25T15:13,0.85,12609,20186,1,0.354676375,28,148,6,2
542131,85054,FRENCH ENAMEL POT W LID,27,2021-01-25T15:55,1.25,16133,20866,0,0,58,170,4,3
542135,21179,NO JUNK MAIL METAL SIGN,1,2021-01-25T17:06,1.25,NA,21131,0,0.492566451,28,76,1,2
542141,21733,RED HANGING HEART T-LIGHT HOLDER,32,2021-01-26T08:38,2.55,14548,20904,0,0,50,45,7,1
542174,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,2021-01-26T11:14,4.65,16043,19136,1,0,26,165,1,2
542192,84218,BOX/12 CHICK & EGG IN BASKET,1,2021-01-26T11:27,1.95,14049,20016,1,0.265582026,80,41,9,3
542208,21988,PACK OF 6 SKULL PAPER PLATES,192,2021-01-26T11:35,0.64,16422,22206,0,0.170302662,42,173,1,1
542215,21239,PINK  POLKADOT CUP,8,2021-01-26T12:27,0.85,12472,19047,0,0,23,123,1,3
542215,21238,RED RETROSPOT CUP,16,2021-01-26T12:27,0.85,12472,22314,1,0,48,90,8,3
542219,22094,RED RETROSPOT TISSUE BOX,12,2021-01-26T12:36,1.25,17735,19067,0,0.150814806,22,110,7,2
542227,22822,CREAM WALL PLANTER HEART SHAPED,2,2021-01-26T13:33,5.95,14243,22003,0,0,58,67,3,1
542231,21724,PANDA AND BUNNIES STICKER SHEET,6,2021-01-26T13:40,0.85,16714,22046,1,0.275700935,65,162,2,3
542231,84378,SET OF 3 HEART COOKIE CUTTERS,10,2021-01-26T13:40,1.25,16714,8109,0,0,97,109,9,2
542236,85049F,BABY BOOM RIBBONS ,1,2021-01-26T14:19,1.25,17027,21286,0,0,52,102,2,1
542236,85049B,LUSH GREENS RIBBONS,2,2021-01-26T14:19,1.25,17027,23229,1,0.093896714,37,137,4,3
542236,21454,PAINTED PINK RABBIT ,6,2021-01-26T14:19,0.85,17027,21227,1,0.291173794,96,120,3,2
542237,21041,RED RETROSPOT OVEN GLOVE DOUBLE,6,2021-01-26T14:30,2.95,12347,20016,0,0.114874816,72,64,9,1
542237,22134,MINI LADLE LOVE HEART RED ,12,2021-01-26T14:30,0.42,12347,8244,0,0,51,157,2,3
542239,21407,BROWN CHECK CAT DOORSTOP ,1,2021-01-26T14:35,4.25,17786,20895,1,0,26,129,6,3
542247,22925,BLUE GIANT GARDEN THERMOMETER,2,2021-01-26T15:49,5.95,12997,21146,1,0.231160977,22,78,1,2
542252,22457,NATURAL SLATE HEART CHALKBOARD ,1,2021-01-26T16:01,5.79,NA,22181,0,0,84,169,2,2
542254,84836,ZINC METAL HEART DECORATION,36,2021-01-26T16:41,1.25,14733,21012,1,0.054078414,50,69,5,2
542255,22457,NATURAL SLATE HEART CHALKBOARD ,1,2021-01-26T16:43,5.79,NA,19087,1,0,43,166,4,1
542255,85202,HANGING WOOD AND FELT HEART,1,2021-01-26T16:43,0.79,NA,22066,0,1.045104511,56,89,11,1
542255,62094B,TURQ ICE CREAM BUM BAG ,1,2021-01-26T16:43,4.96,NA,8691,0,0,64,113,4,1
542255,90214R,"LETTER ""R"" BLING KEY RING",4,2021-01-26T16:43,0.83,NA,21093,0,0,21,43,10,2
542266,22457,NATURAL SLATE HEART CHALKBOARD ,2,2021-01-26T17:37,2.95,16918,20882,1,0,62,114,1,2
542266,22419,LIPSTICK PEN RED,2,2021-01-26T17:37,0.42,16918,20008,1,0,95,55,11,2
542268,85124C,GREEN JUICY FRUIT PHOTO FRAME,6,2021-01-27T08:30,2.55,15358,22101,1,0.105922331,26,119,5,3
542275,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,2021-01-27T10:18,0.55,13089,20176,0,0.045655586,74,37,1,1
542276,22722,SET OF 6 SPICE TINS PANTRY DESIGN,12,2021-01-27T10:19,3.95,12764,21015,1,0,37,60,11,2
542277,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2021-01-27T10:30,0.85,14440,20190,1,0,31,108,5,2
542344,35809A,ENAMEL PINK TEA CONTAINER,1,2021-01-27T11:30,4.13,NA,8210,0,0.287304723,32,76,6,3
542344,22035,VINTAGE CARAVAN GREETING CARD ,1,2021-01-27T11:30,0.83,NA,22003,0,0,87,75,7,1
542344,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,2021-01-27T11:30,3.29,NA,20832,0,0.24064781,37,49,10,3
542345,22202,MILK PAN PINK POLKADOT,1,2021-01-27T11:55,3.75,15910,21204,1,0.407355653,82,175,4,2
542347,20727,LUNCH BAG  BLACK SKULL.,10,2021-01-27T12:06,1.65,12826,8002,0,1,62,130,2,1
542371,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,2021-01-27T13:29,1.65,12468,21146,1,0.009634366,89,48,3,1
542373,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2021-01-27T13:38,1.65,16767,20906,1,0,26,81,2,1
542373,16237,SLEEPING CAT ERASERS,60,2021-01-27T13:38,0.21,16767,21157,0,0.334394905,39,50,10,3
542374,21896,POTTING SHED TWINE,6,2021-01-27T13:40,2.1,15696,8753,1,0.246346555,93,106,6,2
542381,84050,PINK HEART SHAPE EGG FRYING PAN,6,2021-01-27T14:07,1.65,17213,20141,1,0.570063694,79,143,7,3
542381,82583,HOT BATHS METAL SIGN,12,2021-01-27T14:07,2.1,17213,22182,0,0.5,81,77,3,2
542381,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,12,2021-01-27T14:07,1.25,17213,20016,1,0,66,52,5,3
542384,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2021-01-27T14:31,0.55,15827,22201,1,0,92,88,8,1
542390,22191,IVORY DINER WALL CLOCK,5,2021-01-27T14:48,8.5,16814,8053,1,0,58,164,11,2
542393,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2021-01-27T15:02,2.95,18125,8054,0,0.633502538,93,113,8,1
542397,22966,GINGERBREAD MAN COOKIE CUTTER,24,2021-01-27T15:22,1.25,13328,19096,1,0.028994699,82,36,5,2
542399,22312,OFFICE MUG WARMER POLKADOT,1,2021-01-27T15:38,2.95,15549,20740,1,0,23,52,7,2
542399,48194,DOORMAT HEARTS,3,2021-01-27T15:38,7.95,15549,19047,1,0.381053056,26,81,7,1
542399,22639,SET OF 4 NAPKIN CHARMS HEARTS,5,2021-01-27T15:38,2.55,15549,8759,0,0,39,157,5,1
542401,21329,DINOSAURS  WRITING SET ,1,2021-01-27T15:51,1.65,14541,21146,0,0.12745098,51,45,5,1
542422,21411,GINGHAM HEART  DOORSTOP RED,1,2021-01-27T19:33,4.25,14702,19027,1,0,53,92,10,1
542428,22099,CARAVAN SQUARE TISSUE BOX,36,2021-01-28T10:00,1.25,17404,21044,1,0,67,150,1,1
542503,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,2021-01-28T11:58,1.25,16327,7728,0,0.356129032,38,129,1,1
542517,47566,PARTY BUNTING,50,2021-01-28T12:11,3.75,13694,20853,0,0.324651451,46,81,10,2
542520,84992,72 SWEETHEART FAIRY CAKE CASES,5,2021-01-28T12:21,0.55,15547,23113,0,0,84,137,11,2
542526,21524,DOORMAT SPOTTY HOME SWEET HOME,1,2021-01-28T12:43,7.95,14659,8873,0,0,74,94,10,1
542526,21717,EASTER TIN BUCKET,2,2021-01-28T12:43,2.55,14659,21209,1,0,33,70,1,2
542526,22798,ANTIQUE GLASS DRESSING TABLE POT,4,2021-01-28T12:43,2.95,14659,18940,0,0,41,108,1,3
542528,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2021-01-28T13:04,2.55,13141,21075,0,0,68,151,10,3
542532,DCGS0074,,1,2021-01-28T13:09,1,NA,19067,1,0.112838059,95,88,5,3
542536,22083,PAPER CHAIN KIT RETROSPOT,1,2021-01-28T13:37,6.63,NA,20147,1,0.61650929,40,85,1,1
542536,21930,JUMBO STORAGE BAG SKULLS,3,2021-01-28T13:37,4.96,NA,20912,1,0.101476015,78,70,1,3
542536,21244,BLUE POLKADOT PLATE ,4,2021-01-28T13:37,3.29,NA,20164,0,0.252469148,33,155,5,3
542536,21929,JUMBO BAG PINK VINTAGE PAISLEY,5,2021-01-28T13:37,4.13,NA,23229,1,0.104487095,42,62,10,3
542536,20723,STRAWBERRY CHARLOTTE BAG,12,2021-01-28T13:37,2.46,NA,20782,1,0.069995962,94,50,11,2
542541,47599B,BLUE PARTY BAGS ,2,2021-01-28T14:25,4.13,NA,21774,1,6.909090909,87,118,6,2
542578,22626,BLACK KITCHEN SCALES,2,2021-01-28T14:57,8.5,13709,22308,1,0.108419075,32,118,10,3
542578,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2021-01-28T14:57,2.55,13709,22203,1,0.014813568,65,63,8,1
542585,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,18,2021-01-28T15:29,3.81,17329,19038,1,0.109293977,63,64,3,1
542586,84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,6,2021-01-28T15:45,3.75,12377,7728,1,0,25,132,4,2
542597,21523,DOORMAT FANCY FONT HOME SWEET HOME,1,2021-01-30T10:33,7.95,16326,8330,0,0.28591561,37,125,4,2
542599,84763,ZINC FINISH 15CM PLANTER POTS,10,2021-01-30T11:01,1.25,17062,22204,0,0,33,164,9,3
542600,21258,VICTORIAN SEWING BOX LARGE,1,2021-01-30T11:11,12.75,16923,22901,1,0,40,54,10,1
542600,21259,VICTORIAN SEWING BOX SMALL ,2,2021-01-30T11:11,5.95,16923,21234,1,0,69,91,10,3
542600,35971,ROSE FOLKART HEART DECORATIONS,4,2021-01-30T11:11,1.25,16923,21230,1,0.54954955,33,78,3,2
542600,85150,LADIES & GENTLEMEN METAL SIGN,12,2021-01-30T11:11,2.55,16923,8071,0,0,64,62,5,3
542605,21535,RED RETROSPOT SMALL MILK JUG,3,2021-01-30T12:42,2.55,17796,21144,1,0.182688588,94,140,4,2
542607,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2021-01-30T13:48,2.95,13148,18901,1,0.15765448,56,45,6,1
542607,22931,BAKING MOULD HEART WHITE CHOCOLATE,1,2021-01-30T13:48,2.55,13148,19067,0,0.323704333,50,95,2,3
542607,84378,SET OF 3 HEART COOKIE CUTTERS,3,2021-01-30T13:48,1.25,13148,21074,1,0.342280483,52,149,5,1
542608,22294,HEART FILIGREE DOVE  SMALL,2,2021-01-30T13:51,1.25,16770,19006,0,0.169300515,38,121,5,3
542608,22287,"DECORATION , WOBBLY CHICKEN, METAL ",4,2021-01-30T13:51,1.65,16770,21030,1,0.497995358,65,114,5,3
542610,21034,REX CASH+CARRY JUMBO SHOPPER,1,2021-01-30T14:05,0.95,13148,8080,0,0,38,73,7,3
542610,21249,WOODLAND  HEIGHT CHART STICKERS ,3,2021-01-30T14:05,2.95,13148,20191,0,0,74,101,7,3
542613,22250,DECORATION  BUTTERFLY  MAGIC GARDEN,6,2021-01-30T14:36,0.85,17431,21042,0,0.413173653,89,109,3,2
542614,21754,HOME BUILDING BLOCK WORD,3,2021-01-30T14:37,5.95,15708,20832,0,0,23,171,9,2
542618,22469,HEART OF WICKER SMALL,1,2021-01-30T15:52,1.65,14502,20121,1,0,26,96,7,3
542619,21901,"KEY FOB , BACK DOOR ",5,2021-01-30T15:54,0.65,13869,22181,1,0,23,158,3,1
542619,22470,HEART OF WICKER LARGE,6,2021-01-30T15:54,2.95,13869,22602,1,0.086092715,36,110,6,1
542622,21354,TOAST ITS - BEST MUM,1,2021-01-31T09:09,2.46,NA,21093,1,0,71,158,1,3
542622,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2021-01-31T09:09,2.46,NA,23185,1,0,63,128,9,1
542622,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2021-01-31T09:09,2.46,NA,8016,1,0,62,120,6,3
542622,22680,FRENCH BLUE METAL DOOR SIGN 5,3,2021-01-31T09:09,2.46,NA,21136,0,0.204435972,27,107,10,3
542622,85131D,BEADED CRYSTAL HEART PINK ON STICK,5,2021-01-31T09:09,0.83,NA,22202,1,0,72,132,8,3
542624,22208,WOOD STAMP SET THANK YOU,1,2021-01-31T09:48,3.29,NA,22310,1,0.060956979,47,47,11,3
542625,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2021-01-31T09:50,3.29,NA,23233,1,0.282157519,38,85,9,1
542625,22507,MEMO BOARD RETROSPOT  DESIGN,2,2021-01-31T09:50,10.79,NA,19006,0,0,60,149,1,3
542626,21937,STRAWBERRY   PICNIC BAG,5,2021-01-31T09:51,2.95,12720,21044,0,0.210144928,61,97,4,1
542627,22435,SET OF 9 HEART SHAPED BALLOONS,12,2021-01-31T09:51,1.25,14426,19038,1,0,62,43,7,2
542631,22930,BAKING MOULD HEART MILK CHOCOLATE,4,2021-01-31T10:09,2.55,12841,21046,1,0.045589026,90,134,8,1
542634,22988,SOLDIERS EGG CUP ,12,2021-01-31T10:42,1.25,15448,19128,0,0,31,41,6,2
542648,84879,ASSORTED COLOUR BIRD ORNAMENT,24,2021-01-31T11:46,1.69,12476,22124,0,0,97,126,9,2
542662,21976,PACK OF 60 MUSHROOM CAKE CASES,24,2021-01-31T12:10,0.55,18145,20112,1,0,84,77,5,3
542662,21986,PACK OF 12 PINK POLKADOT TISSUES,24,2021-01-31T12:10,0.29,18145,21030,1,0.168330956,89,50,6,1
542664,22697,GREEN REGENCY TEACUP AND SAUCER,1,2021-01-31T12:14,5.79,NA,20854,0,0.099762506,30,168,7,2
542667,84991,60 TEATIME FAIRY CAKE CASES,6,2021-01-31T12:16,0.55,17068,24060,1,0,84,88,4,2
542667,85099F,JUMBO BAG STRAWBERRY,10,2021-01-31T12:16,1.95,17068,21403,1,0,51,174,9,3
542691,22294,HEART FILIGREE DOVE  SMALL,72,2021-01-31T12:34,1.25,13408,18940,0,0.08255934,85,90,3,3
542708,22795,SWEETHEART RECIPE BOOK STAND,16,2021-01-31T13:07,5.95,17621,22015,0,0,92,148,7,3
542708,22937,BAKING MOULD CHOCOLATE CUPCAKES,24,2021-01-31T13:07,2.55,17621,20815,1,0.59216147,92,157,8,3
542709,84992,72 SWEETHEART FAIRY CAKE CASES,24,2021-01-31T13:17,0.55,15144,20912,0,0.192771084,52,45,10,1
542713,22067,CHOC TRUFFLE GOLD TRINKET POT ,12,2021-01-31T13:27,1.65,12668,20171,0,0.231919373,62,67,3,3
542713,22064,PINK DOUGHNUT TRINKET POT ,24,2021-01-31T13:27,1.65,12668,21114,0,0,30,122,10,2
542719,22292,HANGING CHICK  YELLOW DECORATION,2,2021-01-31T14:18,1.45,17619,21212,1,0.275668073,79,98,11,3
542719,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2021-01-31T14:18,1.69,17619,19103,0,0.202771207,35,150,6,1
542719,21314,SMALL GLASS HEART TRINKET POT,2,2021-01-31T14:18,2.1,17619,20901,0,0.178072264,29,142,8,3
542720,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2021-01-31T14:35,1.25,12778,21157,1,0.293439144,99,172,4,2
542723,84212,"ASSORTED FLOWER COLOUR ""LEIS""",12,2021-01-31T14:53,0.65,17256,19128,1,0.197242918,39,66,7,2
542733,85027L,FRENCH CHATEAU LARGE PLATTER ,1,2021-01-31T15:35,7.95,15058,22903,0,0.072258324,52,120,10,2
542776,21670,BLUE SPOT CERAMIC DRAWER KNOB,12,2021-02-01T08:23,1.25,15240,8330,0,0,45,63,6,2
542779,22861,EASTER TIN CHICKS IN GARDEN,6,2021-02-01T09:36,1.65,17147,8087,1,0.044896274,50,152,1,3
542780,21175,GIN + TONIC DIET METAL SIGN,24,2021-02-01T09:38,2.1,17675,8721,1,0,38,89,1,2
542789,22045,SPACEBOY GIFT WRAP,25,2021-02-01T10:38,0.42,17511,8724,0,0,62,174,8,1
542790,22855,FINE WICKER HEART ,12,2021-02-01T10:38,1.25,16612,8034,0,0.174331626,90,102,3,2
542794,22135,MINI LADLE LOVE HEART PINK,2,2021-02-01T10:56,0.83,NA,8012,0,0,73,60,8,1
542796,22260,FELT EGG COSY BLUE RABBIT ,10,2021-02-01T11:07,0.85,17356,8742,0,0,51,57,8,2
542806,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2021-02-01T11:20,6.45,12836,23229,0,0,24,37,8,1
542812,22899,CHILDREN'S APRON DOLLY GIRL ,12,2021-02-01T11:21,2.1,14850,20110,1,0.618955513,37,154,8,3
542836,20832,RED FLOCK LOVE HEART PHOTO FRAME,2,2021-02-01T11:31,0.85,16745,20136,0,0,77,66,4,1
542858,22616,PACK OF 12 LONDON TISSUES ,24,2021-02-01T11:40,0.29,17228,20708,0,0,68,45,4,2
542862,22377,BOTTLE BAG RETROSPOT ,1,2021-02-01T11:51,2.1,14606,22901,1,0.240291262,58,47,9,1
542862,22199,FRYING PAN RED RETROSPOT,1,2021-02-01T11:51,4.25,14606,18966,0,0,69,129,4,3
542862,21739,COSY SLIPPER SHOES SMALL GREEN,1,2021-02-01T11:51,2.95,14606,22015,0,0,89,150,10,3
542869,21244,BLUE POLKADOT PLATE ,8,2021-02-01T12:27,1.69,17035,19067,1,0.322033898,98,125,11,2
542886,21383,PACK OF 12 STICKY BUNNIES,1,2021-02-01T13:09,0.65,16515,8060,1,0,87,42,10,3
542886,85187,S/12 MINI RABBIT EASTER,1,2021-02-01T13:09,1.65,16515,20180,1,0.04598012,44,112,4,1
542886,21711,FOLDING UMBRELLA WHITE/RED POLKADOT,1,2021-02-01T13:09,4.95,16515,21228,1,0.251792184,51,86,7,3
542886,22255,FELT TOADSTOOL  SMALL,1,2021-02-01T13:09,0.85,16515,20170,0,0.331125828,26,137,11,3
542887,22356,CHARLOTTE BAG PINK POLKADOT,10,2021-02-01T13:10,0.85,12373,22066,0,0.019069972,58,90,5,2
542890,21166,COOK WITH WINE METAL SIGN ,3,2021-02-01T13:25,1.95,15311,20164,0,0,60,60,6,2
542891,48184,DOORMAT ENGLISH ROSE ,10,2021-02-01T13:26,6.75,16705,20175,0,0,91,143,1,1
542891,21658,GLASS  BEURRE DISH,24,2021-02-01T13:26,3.39,16705,21136,1,0.082467239,61,43,1,1
542891,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,2021-02-01T13:26,2.55,16705,20120,1,0.26316199,37,128,5,3
542893,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,12,2021-02-01T13:36,1.65,18202,8731,0,0,37,115,11,2
542896,48111,DOORMAT 3 SMILEY CATS,10,2021-02-01T13:50,6.75,15981,22030,0,0,55,67,1,3
542898,22667,RECIPE BOX RETROSPOT ,1,2021-02-01T14:01,2.95,16110,22207,0,0,67,79,8,2
542898,22921,HERB MARKER CHIVES ,2,2021-02-01T14:01,0.65,16110,21157,1,0.3125,96,44,10,1
542898,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2021-02-01T14:01,3.95,16110,22039,1,0.642233857,81,173,2,2
542905,21915,RED  HARMONICA IN BOX ,12,2021-02-01T15:11,1.25,12540,8022,0,0.178712221,91,70,4,1
542906,85227,SET OF 6 3D KIT CARDS FOR KIDS,1,2021-02-01T15:12,1.63,NA,21014,0,0,58,145,8,1
542906,22081,RIBBON REEL FLORA + FAUNA ,1,2021-02-01T15:12,3.29,NA,19038,0,0.213332008,64,151,8,3
542906,22148,EASTER CRAFT 4 CHICKS ,2,2021-02-01T15:12,4.13,NA,8302,0,0.039104325,76,142,10,3
542906,21294,ETCHED GLASS COASTER,6,2021-02-01T15:12,2.46,NA,8035,1,0.116147309,78,171,4,3
542914,20711,JUMBO BAG TOYS ,3,2021-02-01T16:03,1.95,16161,8060,1,0,54,158,3,1
542914,22195,LARGE HEART MEASURING SPOONS,4,2021-02-01T16:03,1.65,16161,21093,0,0.311153662,99,122,1,1
542914,21929,JUMBO BAG PINK VINTAGE PAISLEY,8,2021-02-01T16:03,1.95,16161,24060,0,0,77,159,3,2
542929,48138,DOORMAT UNION FLAG,2,2021-02-02T10:34,7.95,17811,8033,0,0,83,66,10,2
542932,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2021-02-02T10:54,2.95,13089,21738,0,0.201887611,59,124,7,3
542932,22629,SPACEBOY LUNCH BOX ,12,2021-02-02T10:54,1.95,13089,20180,0,0,50,162,1,1
542932,82483,WOOD 2 DRAWER CABINET WHITE FINISH,16,2021-02-02T10:54,4.95,13089,22124,1,0,96,78,6,2
542995,48129,DOORMAT TOPIARY,2,2021-02-02T12:09,7.95,13728,8055,1,0.042162162,99,142,6,1
542999,20712,JUMBO BAG WOODLAND ANIMALS,1,2021-02-02T12:16,4.13,NA,21030,0,0.200507614,33,99,10,2
543000,22197,SMALL POPCORN HOLDER,1,2021-02-02T12:17,1.63,NA,20008,1,0.07107184,84,153,7,1
